,LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
1412,LUX,Luxembourg,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,units,,,92.0,,
1413,MEX,Mexico,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,units,,,79.0,,
1414,NLD,Netherlands,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,units,,,92.0,,
1415,NZL,New Zealand,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,units,,,95.0,,
1416,NOR,Norway,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,units,,,96.0,,
1417,POL,Poland,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,units,,,96.0,,
1418,PRT,Portugal,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,units,,,95.0,,
1419,SVK,Slovak Republic,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,units,,,94.0,,
1420,SWE,Sweden,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,units,,,95.0,,
1421,CHE,Switzerland,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,units,,,94.0,,
1422,TUR,Turkey,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,units,,,95.0,,
1423,GBR,United Kingdom,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,units,,,96.0,,
1424,USA,United States,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,units,,,97.0,,
1425,CHL,Chile,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,units,,,92.0,,
1426,EST,Estonia,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,units,,,90.0,,
1427,ISR,Israel,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,units,,,89.0,,
1428,RUS,Russia,SC_SNTWS,Quality of support network,L,Value,HGH,High,PC,Percentage,0,units,,,91.0,,
1429,CZE,Czech Republic,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,units,,,79.0,,
1430,FIN,Finland,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,units,,,94.0,,
1431,GRC,Greece,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,units,,,73.0,,
1432,HUN,Hungary,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,units,,,82.0,,
1433,ISL,Iceland,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,units,,,96.0,,
1434,IRL,Ireland,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,units,,,93.0,,
1435,ITA,Italy,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,units,,,87.0,,
1436,JPN,Japan,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,units,,,84.0,,
1437,KOR,Korea,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,units,,,53.0,,
1438,MEX,Mexico,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,units,,,77.0,,
1439,NZL,New Zealand,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,units,,,92.0,,
1440,NOR,Norway,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,units,,,92.0,,
1441,POL,Poland,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,units,,,84.0,,
1442,PRT,Portugal,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,units,,,80.0,,
1443,SVK,Slovak Republic,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,units,,,87.0,,
1444,ESP,Spain,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,units,,,91.0,,
1445,SWE,Sweden,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,units,,,85.0,,
1446,CHE,Switzerland,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,units,,,96.0,,
1447,TUR,Turkey,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,units,,,80.0,,
1448,BRA,Brazil,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,units,,,87.0,,
1449,CHL,Chile,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,units,,,78.0,,
1450,EST,Estonia,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,units,,,89.0,,
1451,RUS,Russia,SC_SNTWS,Quality of support network,L,Value,LW,Low,PC,Percentage,0,units,,,87.0,,
1452,AUS,Australia,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,76.0,,
1453,AUT,Austria,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,83.0,,
1454,BEL,Belgium,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,72.0,,
1455,CAN,Canada,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,89.0,,
1456,CZE,Czech Republic,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,92.0,,
1457,DNK,Denmark,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,78.0,,
1458,FIN,Finland,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,85.0,,
1459,FRA,France,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,73.0,,
1460,DEU,Germany,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,86.0,,
1461,GRC,Greece,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,68.0,,
1462,HUN,Hungary,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,82.0,,
1463,ISL,Iceland,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,71.0,,
1464,IRL,Ireland,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,75.0,,
1465,ITA,Italy,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,57.0,,
1466,JPN,Japan,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,94.0,E,Estimated value
1467,KOR,Korea,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,82.0,,
1468,LUX,Luxembourg,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,78.0,,
1469,MEX,Mexico,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,37.0,,
1470,NLD,Netherlands,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,73.0,,
1471,NZL,New Zealand,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,74.0,,
1472,NOR,Norway,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,82.0,,
1473,POL,Poland,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,90.0,,
1474,PRT,Portugal,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,38.0,,
1475,SVK,Slovak Republic,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,92.0,,
1476,ESP,Spain,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,55.0,,
1477,SWE,Sweden,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,88.0,,
1478,CHE,Switzerland,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,86.0,,
1479,TUR,Turkey,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,34.0,,
1480,GBR,United Kingdom,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,78.0,,
1481,USA,United States,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,89.0,,
1482,BRA,Brazil,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,45.0,,
1483,CHL,Chile,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,57.0,,
1484,EST,Estonia,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,90.0,,
1485,ISR,Israel,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,85.0,,
1486,RUS,Russia,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,94.0,,
1487,SVN,Slovenia,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,85.0,,
1488,OECD,OECD - Total,ES_EDUA,Educational attainment,L,Value,TOT,Total,PC,Percentage,0,units,,,75.0,,
1489,AUS,Australia,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,78.0,,
1490,AUT,Austria,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,88.0,,
1491,BEL,Belgium,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,71.0,,
1492,CAN,Canada,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,88.0,,
1493,CZE,Czech Republic,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,95.0,,
1494,DNK,Denmark,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,78.0,,
1495,FIN,Finland,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,82.0,,
1496,FRA,France,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,73.0,,
1497,DEU,Germany,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,89.0,,
1498,GRC,Greece,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,69.0,,
1499,HUN,Hungary,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,85.0,,
1500,ISL,Iceland,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,73.0,,
1501,IRL,Ireland,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,72.0,,
1502,ITA,Italy,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,56.0,,
1503,JPN,Japan,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,94.0,E,Estimated value
1504,KOR,Korea,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,87.0,,
1505,LUX,Luxembourg,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,80.0,,
1506,MEX,Mexico,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,39.0,,
1507,NLD,Netherlands,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,75.0,,
1508,NZL,New Zealand,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,75.0,,
1509,NOR,Norway,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,82.0,,
1510,POL,Poland,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,90.0,,
1511,PRT,Portugal,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,34.0,,
1512,SVK,Slovak Republic,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,93.0,,
1513,ESP,Spain,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,53.0,,
1514,SWE,Sweden,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,86.0,,
1515,CHE,Switzerland,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,89.0,,
1516,TUR,Turkey,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,38.0,,
1517,GBR,United Kingdom,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,80.0,,
1518,USA,United States,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,88.0,,
1519,BRA,Brazil,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,42.0,,
1520,CHL,Chile,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,58.0,,
1521,EST,Estonia,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,87.0,,
1522,ISR,Israel,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,84.0,,
1523,RUS,Russia,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,94.0,,
1524,SVN,Slovenia,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,86.0,,
1525,OECD,OECD - Total,ES_EDUA,Educational attainment,L,Value,MN,Men,PC,Percentage,0,units,,,76.0,,
1526,AUS,Australia,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,75.0,,
1527,AUT,Austria,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,78.0,,
1528,BEL,Belgium,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,73.0,,
1529,CAN,Canada,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,90.0,,
1530,CZE,Czech Republic,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,90.0,,
1531,DNK,Denmark,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,78.0,,
1532,FIN,Finland,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,87.0,,
1533,FRA,France,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,72.0,,
1534,DEU,Germany,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,84.0,,
1535,GRC,Greece,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,68.0,,
1536,HUN,Hungary,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,80.0,,
1537,ISL,Iceland,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,69.0,,
1538,IRL,Ireland,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,77.0,,
1539,ITA,Italy,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,59.0,,
1540,JPN,Japan,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,93.0,E,Estimated value
1541,KOR,Korea,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,78.0,,
1542,LUX,Luxembourg,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,76.0,,
1543,MEX,Mexico,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,36.0,,
1544,NLD,Netherlands,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,72.0,,
1545,NZL,New Zealand,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,74.0,,
1546,NOR,Norway,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,82.0,,
1547,POL,Poland,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,90.0,,
1548,PRT,Portugal,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,41.0,,
1549,SVK,Slovak Republic,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,90.0,,
1550,ESP,Spain,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,56.0,,
1551,SWE,Sweden,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,89.0,,
1552,CHE,Switzerland,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,84.0,,
1553,TUR,Turkey,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,29.0,,
1554,GBR,United Kingdom,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,76.0,,
1555,USA,United States,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,90.0,,
1556,BRA,Brazil,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,47.0,,
1557,CHL,Chile,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,57.0,,
1558,EST,Estonia,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,92.0,,
1559,ISR,Israel,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,85.0,,
1560,RUS,Russia,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,95.0,,
1561,SVN,Slovenia,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,84.0,,
1562,OECD,OECD - Total,ES_EDUA,Educational attainment,L,Value,WMN,Women,PC,Percentage,0,units,,,75.0,,
1563,AUS,Australia,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,512.0,,
1564,AUT,Austria,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,500.0,,
1565,BEL,Belgium,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,509.0,,
1566,CAN,Canada,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,522.0,,
1567,CZE,Czech Republic,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,500.0,,
1568,DNK,Denmark,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,498.0,,
1569,FIN,Finland,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,529.0,,
1570,FRA,France,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,500.0,,
1571,DEU,Germany,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,515.0,,
1572,GRC,Greece,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,466.0,,
1573,HUN,Hungary,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,487.0,,
1574,ISL,Iceland,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,484.0,,
1575,IRL,Ireland,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,516.0,,
1576,ITA,Italy,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,490.0,,
1577,JPN,Japan,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,540.0,,
1578,KOR,Korea,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,542.0,,
1579,LUX,Luxembourg,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,490.0,,
1580,MEX,Mexico,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,417.0,,
1581,NLD,Netherlands,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,519.0,,
1582,NZL,New Zealand,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,509.0,,
1583,NOR,Norway,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,496.0,,
1584,POL,Poland,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,521.0,,
1585,PRT,Portugal,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,488.0,,
1586,SVK,Slovak Republic,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,472.0,,
1587,ESP,Spain,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,490.0,,
1588,SWE,Sweden,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,482.0,,
1589,CHE,Switzerland,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,518.0,,
1590,TUR,Turkey,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,462.0,,
1591,GBR,United Kingdom,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,502.0,,
1592,USA,United States,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,492.0,,
1593,BRA,Brazil,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,402.0,,
1594,CHL,Chile,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,436.0,,
1595,EST,Estonia,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,526.0,,
1596,ISR,Israel,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,474.0,,
1597,RUS,Russia,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,481.0,,
1598,SVN,Slovenia,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,499.0,,
1599,OECD,OECD - Total,ES_STCS,Student skills,L,Value,TOT,Total,AVSCORE,Average score,0,units,,,497.0,,
1600,AUS,Australia,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,510.0,,
1601,AUT,Austria,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,499.0,,
1602,BEL,Belgium,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,507.0,,
1603,CAN,Canada,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,519.0,,
1604,CZE,Czech Republic,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,496.0,,
1605,DNK,Denmark,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,497.0,,
1606,FIN,Finland,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,516.0,,
1607,FRA,France,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,493.0,,
1608,DEU,Germany,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,510.0,,
1609,GRC,Greece,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,456.0,,
1610,HUN,Hungary,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,482.0,,
1611,ISL,Iceland,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,475.0,,
1612,IRL,Ireland,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,514.0,,
1613,ITA,Italy,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,487.0,,
1614,JPN,Japan,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,541.0,,
1615,KOR,Korea,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,542.0,,
1616,LUX,Luxembourg,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,491.0,,
1617,MEX,Mexico,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,417.0,,
1618,NLD,Netherlands,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,517.0,,
1619,NZL,New Zealand,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,507.0,,
1620,NOR,Norway,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,488.0,,
1621,POL,Poland,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,514.0,,
1622,PRT,Portugal,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,483.0,,
1623,SVK,Slovak Republic,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,468.0,,
1624,ESP,Spain,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,489.0,,
1625,SWE,Sweden,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,472.0,,
1626,CHE,Switzerland,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,516.0,,
1627,TUR,Turkey,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,454.0,,
1628,GBR,United Kingdom,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,503.0,,
1629,USA,United States,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,488.0,,
1630,BRA,Brazil,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,400.0,,
1631,CHL,Chile,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,438.0,,
1632,EST,Estonia,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,519.0,,
1633,ISR,Israel,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,469.0,,
1634,RUS,Russia,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,473.0,,
1635,SVN,Slovenia,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,489.0,,
1636,OECD,OECD - Total,ES_STCS,Student skills,L,Value,MN,Men,AVSCORE,Average score,0,units,,,493.0,,
1637,AUS,Australia,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,515.0,,
1638,AUT,Austria,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,501.0,,
1639,BEL,Belgium,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,512.0,,
1640,CAN,Canada,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,526.0,,
1641,CZE,Czech Republic,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,505.0,,
1642,DNK,Denmark,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,499.0,,
1643,FIN,Finland,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,543.0,,
1644,FRA,France,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,506.0,,
1645,DEU,Germany,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,520.0,,
1646,GRC,Greece,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,475.0,,
1647,HUN,Hungary,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,491.0,,
1648,ISL,Iceland,ES_STCS,Student skills,L,Value,WMN,Women,AVSCORE,Average score,0,units,,,495.0,,
