Date,Configuration,Customer Postcode,Store Postcode,Retail Price,Screen Size (Inches),Battery Life (Hours),RAM (GB),Processor Speeds (GHz),Integrated Wireless?,HD Size (GB),Bundled Applications?,customer X,customer Y,store X,store Y
1/10/2008 22:02,297,N3 1DH,N17 6QA,450,15,6,1,1.5,No,40,Yes,525109,190628,533788,189994
1/10/2008 22:28,342,SW16 1DA,SW18 1NN,530,15,6,2,1.5,Yes,120,No,530201,172499,525155,175180
1/10/2008 22:33,338,SE5 8DH,SW1P 3AU,470,15,6,2,1.5,Yes,40,No,533529,175888,529902,179641
1/10/2008 22:36,314,W1D 3RZ,SW1V 4QQ,425,15,6,1,2,No,40,No,529684,181099,528924,178440
1/10/2008 22:43,303,NW5 2TG,SW1P 3AU,570,15,6,1,1.5,No,300,Yes,529028,185219,529902,179641
1/10/2008 22:48,51,SW1P 1DN,SE1 2BN,460,15,4,2,1.5,Yes,80,Yes,529370,178996,534057,179682
1/10/2008 22:55,157,N3 1DH,N3 1DH,430,15,5,1,1.5,No,120,Yes,525109,190628,525109,190628
1/10/2008 23:02,167,W1D 3TA,NW5 2QH,535,15,5,1,2,Yes,300,Yes,529586,181258,529248,185213
1/10/2008 23:10,199,CR0 2SS,SW18 1NN,560,15,5,2,1.5,Yes,300,Yes,531542,167084,525155,175180
1/10/2008 23:15,76,SE1 3XB,SE1 2BN,415,15,4,2,2,No,80,No,533256,179711,534057,179682
1/10/2008 23:29,354,EC1M 6BH,SE1 2BN,495,15,6,2,2,Yes,40,No,531767,181811,534057,179682
1/10/2008 23:37,355,WC1E 7HJ,SW1V 4QQ,585,15,6,2,2,Yes,80,Yes,529551,181921,528924,178440
1/11/2008 0:00,346,SE14 6AF,E2 0RY,450,15,6,2,1.5,No,40,No,536404,176987,535652,182961
1/11/2008 0:11,72,EC4V 4EG,SW1V 4QQ,515,15,4,2,2,Yes,300,No,531684,180948,528924,178440
1/11/2008 0:13,169,WC2E 7LJ,SE1 2BN,395,15,5,1,2,No,40,Yes,530359,180783,534057,179682
1/11/2008 0:19,163,E6 3BD,E7 8NW,455,15,5,1,2,Yes,80,Yes,541936,183350,541428,184515
1/11/2008 0:23,357,N7 9EF,E2 0RY,605,15,6,2,2,Yes,120,Yes,530330,185003,535652,182961
1/11/2008 0:29,152,SW4 6DZ,SW12 9HD,460,15,5,1,1.5,Yes,300,No,529511,175809,528739,173080
1/11/2008 0:52,175,NW5 2TG,W10 6HQ,515,15,5,1,2,No,300,Yes,529028,185219,524190,181567
1/11/2008 0:56,56,SE25 4UF,SE8 3JD,490,15,4,2,1.5,Yes,300,No,534186,168354,537175,177885
1/11/2008 1:10,308,EC1R 3BL,SE1 2BN,485,15,6,1,2,Yes,80,No,531359,182185,534057,179682
1/11/2008 1:22,64,SE1 9JH,SW1P 3AU,470,15,4,2,1.5,No,300,No,531825,180514,529902,179641
1/11/2008 1:29,176,EC1M 6BH,E2 0RY,465,15,5,1,2,No,300,No,531767,181811,535652,182961
1/11/2008 1:31,16,E1 6AG,SW1P 3AU,420,15,4,1,1.5,No,300,No,533550,181756,529902,179641
1/11/2008 1:36,147,SW19 3TA,KT2 5AU,430,15,5,1,1.5,Yes,80,Yes,524819,170572,517917,170243
1/11/2008 1:40,203,WC1R 4PZ,NW5 2QH,460,15,5,2,1.5,No,80,Yes,530765,181733,529248,185213
1/11/2008 1:46,13,SE15 4HY,SE1 2BN,410,15,4,1,1.5,No,120,Yes,534154,175553,534057,179682
1/11/2008 1:48,319,E2 9LY,SE1 2BN,595,15,6,1,2,No,300,Yes,535219,183149,534057,179682
1/11/2008 2:02,291,SW8 1XX,SE1 2BN,510,15,6,1,1.5,Yes,80,Yes,530394,177336,534057,179682
1/11/2008 2:02,317,EC1A 7JQ,SE1 2BN,535,15,6,1,2,No,120,Yes,531940,181734,534057,179682
1/11/2008 2:02,316,EC1M 4DR,E2 0RY,465,15,6,1,2,No,80,No,531775,182017,535652,182961
1/11/2008 2:08,342,EC2M 7NX,SW1P 3AU,530,15,6,2,1.5,Yes,120,No,533076,181583,529902,179641
1/11/2008 2:11,314,N7 0BP,NW5 2QH,425,15,6,1,2,No,40,No,529713,185041,529248,185213
1/11/2008 2:13,367,EC1N 8JJ,NW5 2QH,645,15,6,2,2,No,300,Yes,531255,181958,529248,185213
1/11/2008 2:15,298,W4 5TF,W10 6HQ,400,15,6,1,1.5,No,40,No,520512,178524,524190,181567
1/11/2008 2:17,75,CR7 7JJ,SW18 1NN,465,15,4,2,2,No,80,Yes,532153,168234,525155,175180
1/11/2008 2:21,353,CR0 4HA,SW18 1NN,545,15,6,2,2,Yes,40,Yes,532070,164886,525155,175180
1/11/2008 2:39,304,CR7 7JJ,CR7 8LE,520,15,6,1,1.5,No,300,No,532153,168234,532714,168302
1/11/2008 2:40,194,WC2B 5TB,SW1P 3AU,390,15,5,2,1.5,Yes,40,No,530455,181187,529902,179641
1/11/2008 2:41,289,EC3V 1LR,E2 0RY,470,15,6,1,1.5,Yes,40,Yes,533095,181047,535652,182961
1/11/2008 2:47,222,CR0 1QD,SW18 1NN,455,15,5,2,2,No,120,No,532342,165377,525155,175180
1/11/2008 2:59,165,W3 9DJ,W4 3PH,475,15,5,1,2,Yes,120,Yes,520042,180116,519585,177640
1/11/2008 3:01,71,SE22 8EW,SE8 3JD,565,15,4,2,2,Yes,300,Yes,533835,175187,537175,177885
1/11/2008 3:01,221,SW13 9LW,W10 6HQ,505,15,5,2,2,No,120,Yes,521670,176411,524190,181567
1/11/2008 3:02,150,SW1W 8EZ,SW1V 4QQ,400,15,5,1,1.5,Yes,120,No,528119,178861,528924,178440
1/11/2008 3:14,318,E1 8AH,E2 0RY,485,15,6,1,2,No,120,No,533699,181198,535652,182961
1/11/2008 3:25,312,W1F 7QY,SW1P 3AU,565,15,6,1,2,Yes,300,No,529212,180978,529902,179641
1/11/2008 3:26,363,SW16 1DA,SW18 1NN,565,15,6,2,2,No,80,Yes,530201,172499,525155,175180
1/11/2008 3:29,64,CR7 8LE,SW18 1NN,470,15,4,2,1.5,No,300,No,532714,168302,525155,175180
1/11/2008 3:30,31,SW18 1TF,SW18 1NN,495,15,4,1,2,No,300,Yes,525979,175041,525155,175180
1/11/2008 3:41,349,NW1 1BX,SW1P 3AU,560,15,6,2,1.5,No,120,Yes,529575,182877,529902,179641
1/11/2008 3:41,311,SE25 6EB,SE8 3JD,615,15,6,1,2,Yes,300,Yes,533998,168421,537175,177885
1/11/2008 3:47,63,TW10 6RN,W4 3PH,520,15,4,2,1.5,No,300,Yes,518337,173960,519585,177640
1/11/2008 4:07,340,EC3R 6DB,E2 0RY,510,15,6,2,1.5,Yes,80,No,532874,180746,535652,182961
1/11/2008 4:09,294,WC2E 8RF,SE1 2BN,480,15,6,1,1.5,Yes,120,No,530351,180907,534057,179682
1/11/2008 4:13,298,WC2E 7LJ,SE1 2BN,400,15,6,1,1.5,No,40,No,530359,180783,534057,179682
1/11/2008 4:31,70,N1 6AD,E2 0RY,455,15,4,2,2,Yes,120,No,532755,182698,535652,182961
1/11/2008 4:34,198,NW5 1SP,N17 6QA,450,15,5,2,1.5,Yes,120,No,528771,186041,533788,189994
1/11/2008 4:37,70,E2 8QY,NW5 2QH,455,15,4,2,2,Yes,120,No,534333,183391,529248,185213
1/11/2008 4:43,297,E17 9LP,E2 0RY,450,15,6,1,1.5,No,40,Yes,537903,189093,535652,182961
1/11/2008 5:04,337,N16 8RY,NW5 2QH,520,15,6,2,1.5,Yes,40,Yes,533051,185817,529248,185213
1/11/2008 5:05,175,SE11 5JA,SE1 2BN,515,15,5,1,2,No,300,Yes,530677,177967,534057,179682
1/11/2008 5:17,337,SW14 7QR,KT2 5AU,520,15,6,2,1.5,Yes,40,Yes,520351,176144,517917,170243
1/11/2008 5:24,26,E8 4QJ,E2 0RY,325,15,4,1,2,No,40,No,534536,183745,535652,182961
1/11/2008 5:29,341,E1 4AA,SE8 3JD,580,15,6,2,1.5,Yes,120,Yes,535695,182180,537175,177885
1/11/2008 5:31,211,SE25 6HA,CR7 8LE,505,15,5,2,2,Yes,80,Yes,534062,168531,532714,168302
1/11/2008 5:32,80,EC3M 7AN,SE1 2BN,495,15,4,2,2,No,300,No,533094,180996,534057,179682
1/11/2008 5:32,147,SE14 6TJ,SE1 2BN,430,15,5,1,1.5,Yes,80,Yes,537118,176948,534057,179682
1/11/2008 5:51,224,EC4V 5BH,SE1 2BN,515,15,5,2,2,No,300,No,532041,180995,534057,179682
1/11/2008 6:04,320,N1 9HS,E2 0RY,545,15,6,1,2,No,300,No,531190,183162,535652,182961
1/11/2008 6:09,3,SW2 2UB,SW1P 3AU,410,15,4,1,1.5,Yes,80,Yes,530812,174017,529902,179641
1/11/2008 6:13,146,EC1N 8QS,NW5 2QH,340,15,5,1,1.5,Yes,40,No,531451,181830,529248,185213
1/11/2008 6:21,71,W1V 7LF,NW5 2QH,565,15,4,2,2,Yes,300,Yes,529777,180895,529248,185213
1/11/2008 6:22,315,EC4Y 8BH,SW1P 3AU,515,15,6,1,2,No,80,Yes,531446,181153,529902,179641
1/11/2008 6:26,316,WC1X 8TX,SW1P 3AU,465,15,6,1,2,No,80,No,530872,182167,529902,179641
1/11/2008 6:36,213,NW1 4EA,SW1V 4QQ,525,15,5,2,2,Yes,120,Yes,528848,182423,528924,178440
1/11/2008 6:42,350,EC4R 0AN,E2 0RY,510,15,6,2,1.5,No,120,No,532682,180850,535652,182961
1/11/2008 6:44,212,WC2B 5TB,SW1P 3AU,455,15,5,2,2,Yes,80,No,530455,181187,529902,179641
1/11/2008 6:47,365,W1T 2EQ,SW1P 3AU,585,15,6,2,2,No,120,Yes,529603,181702,529902,179641
1/11/2008 6:50,21,N1 8EQ,E2 0RY,455,15,4,1,2,Yes,120,Yes,531505,183277,535652,182961
1/11/2008 6:57,80,WC1H 8BS,SW1P 3AU,495,15,4,2,2,No,300,No,530217,182638,529902,179641
1/11/2008 7:00,304,SE15 3NX,SE1 2BN,520,15,6,1,1.5,No,300,No,534483,175739,534057,179682
1/11/2008 7:07,72,SW4 9DE,SW1V 4QQ,515,15,4,2,2,Yes,300,No,528971,174810,528924,178440
1/11/2008 7:18,366,EC1M 5NA,SW1P 3AU,535,15,6,2,2,No,120,No,531674,181950,529902,179641
1/11/2008 7:18,319,EC3N 1AL,SE1 2BN,595,15,6,1,2,No,300,Yes,533713,181220,534057,179682
1/11/2008 7:21,23,SW1A 2JR,SE1 2BN,515,15,4,1,2,Yes,300,Yes,530240,179718,534057,179682
1/11/2008 7:23,315,SW12 8NX,SW1V 4QQ,515,15,6,1,2,No,80,Yes,528131,173966,528924,178440
1/11/2008 7:25,10,SE21 7BJ,CR7 8LE,300,15,4,1,1.5,No,40,No,533180,173938,532714,168302
1/11/2008 7:28,354,SE23 3HN,SW12 9HD,495,15,6,2,2,Yes,40,No,535342,172767,528739,173080
1/11/2008 7:28,171,SE1 1TU,SW1V 4QQ,435,15,5,1,2,No,80,Yes,532492,180154,528924,178440
1/11/2008 7:29,337,SE13 5BU,SE1 2BN,520,15,6,2,1.5,Yes,40,Yes,539299,175470,534057,179682
1/11/2008 7:30,203,SE16 5EX,SE1 2BN,460,15,5,2,1.5,No,80,Yes,536546,180097,534057,179682
1/11/2008 7:31,346,N1 6AD,SW1P 3AU,450,15,6,2,1.5,No,40,No,532755,182698,529902,179641
1/11/2008 7:35,292,N7 0SF,N17 6QA,460,15,6,1,1.5,Yes,80,No,530302,185708,533788,189994
1/11/2008 7:35,198,EC3N 2LJ,E2 0RY,450,15,5,2,1.5,Yes,120,No,533629,180954,535652,182961
1/11/2008 7:43,202,N1 9AP,SW1P 3AU,370,15,5,2,1.5,No,40,No,530270,183166,529902,179641
1/11/2008 7:45,214,SE1 8NL,SW1V 4QQ,475,15,5,2,2,Yes,120,No,531682,180197,528924,178440
1/11/2008 7:55,301,EC2N 2AN,SW1P 3AU,510,15,6,1,1.5,No,120,Yes,532899,181309,529902,179641
1/11/2008 7:57,56,N7 0BP,E2 0RY,490,15,4,2,1.5,Yes,300,No,529713,185041,535652,182961
1/11/2008 8:04,155,E1 0LA,E2 0RY,410,15,5,1,1.5,No,80,Yes,535205,181287,535652,182961
1/11/2008 8:13,347,EC1Y 1BD,SE1 2BN,540,15,6,2,1.5,No,80,Yes,532784,182382,534057,179682
1/11/2008 8:15,7,E2 8AS,NW5 2QH,490,15,4,1,1.5,Yes,300,Yes,533462,183634,529248,185213
1/11/2008 8:15,304,EC4A 2LT,SE1 2BN,520,15,6,1,1.5,No,300,No,531142,181139,534057,179682
1/11/2008 8:21,3,EC1M 6BP,E2 0RY,410,15,4,1,1.5,Yes,80,Yes,531710,181823,535652,182961
1/11/2008 8:25,53,N16 8RY,E2 0RY,480,15,4,2,1.5,Yes,120,Yes,533051,185817,535652,182961
1/11/2008 8:30,318,CR0 1NF,SW12 9HD,485,15,6,1,2,No,120,No,532365,165028,528739,173080
1/11/2008 8:31,70,SW3 2DY,SW1V 4QQ,455,15,4,2,2,Yes,120,No,527238,178835,528924,178440
1/11/2008 8:35,342,E2 8QY,E2 0RY,530,15,6,2,1.5,Yes,120,No,534333,183391,535652,182961
1/11/2008 8:44,80,W1P 5DA,SW1V 4QQ,495,15,4,2,2,No,300,No,529226,182228,528924,178440
1/11/2008 8:45,157,WC2H 9EW,SW1P 3AU,430,15,5,1,1.5,No,120,Yes,530074,181114,529902,179641
1/11/2008 8:51,215,EC1A 9LB,SE1 2BN,585,15,5,2,2,Yes,300,Yes,531750,181642,534057,179682
1/11/2008 9:03,22,EC4A 4AB,SW1P 3AU,405,15,4,1,2,Yes,120,No,531630,181364,529902,179641
1/11/2008 9:08,342,E1 6LZ,E2 0RY,530,15,6,2,1.5,Yes,120,No,533711,181868,535652,182961
1/11/2008 9:20,149,SE24 0NJ,SW12 9HD,450,15,5,1,1.5,Yes,120,Yes,531580,174507,528739,173080
1/11/2008 9:23,175,EC1M 6BH,E2 0RY,515,15,5,1,2,No,300,Yes,531767,181811,535652,182961
1/11/2008 9:23,145,NW1 1HB,SW1V 4QQ,390,15,5,1,1.5,Yes,40,Yes,529716,183016,528924,178440
1/11/2008 9:36,215,SW8 3QH,SW1V 4QQ,585,15,5,2,2,Yes,300,Yes,528712,176491,528924,178440
1/11/2008 9:38,57,NW1 4EA,SW1P 3AU,400,15,4,2,1.5,No,40,Yes,528848,182423,529902,179641
1/11/2008 9:46,302,SE1 0LH,SW1V 4QQ,460,15,6,1,1.5,No,120,No,531942,180037,528924,178440
1/11/2008 10:03,347,SE14 6TY,E2 0RY,540,15,6,2,1.5,No,80,Yes,536890,176999,535652,182961
1/11/2008 10:13,11,EC2M 6SA,E2 0RY,390,15,4,1,1.5,No,80,Yes,532705,181592,535652,182961
1/11/2008 10:16,194,E3 5SN,SE1 2BN,390,15,5,2,1.5,Yes,40,No,535902,183266,534057,179682
1/11/2008 10:17,213,W1T 5AH,SW1V 4QQ,525,15,5,2,2,Yes,120,Yes,529330,182133,528924,178440
1/11/2008 10:19,224,KT6 4TW,KT2 5AU,515,15,5,2,2,No,300,No,518249,168029,517917,170243
1/11/2008 10:19,338,E1 1DT,SE1 2BN,470,15,6,2,1.5,Yes,40,No,534279,181643,534057,179682
1/11/2008 10:21,70,EC1V 0DH,SW1P 3AU,455,15,4,2,2,Yes,120,No,531889,182193,529902,179641
1/11/2008 10:24,345,SE20 8RZ,SE8 3JD,500,15,6,2,1.5,No,40,Yes,534952,170567,537175,177885
1/11/2008 10:29,337,E6 5LX,E7 8NW,520,15,6,2,1.5,Yes,40,Yes,542887,181517,541428,184515
1/11/2008 10:31,175,E6 5LX,E7 8NW,515,15,5,1,2,No,300,Yes,542887,181517,541428,184515
1/11/2008 10:37,309,EC3V 0AS,SW1P 3AU,555,15,6,1,2,Yes,120,Yes,533026,181008,529902,179641
1/11/2008 10:48,294,W1J 7QA,W10 6HQ,480,15,6,1,1.5,Yes,120,No,528760,180230,524190,181567
1/11/2008 10:56,75,EC3R 8BU,E2 0RY,465,15,4,2,2,No,80,Yes,533055,180692,535652,182961
1/11/2008 11:12,301,KT2 6LQ,KT2 5AU,510,15,6,1,1.5,No,120,Yes,518659,169663,517917,170243
1/11/2008 11:12,67,E1 6BX,SW1P 3AU,485,15,4,2,2,Yes,80,Yes,533490,181981,529902,179641
1/11/2008 11:17,19,WC2R 2PP,SW1P 3AU,435,15,4,1,2,Yes,80,Yes,531065,180778,529902,179641
1/11/2008 11:21,146,SE10 9PD,SE8 3JD,340,15,5,1,1.5,Yes,40,No,538962,178291,537175,177885
1/11/2008 11:28,318,W1F 7QW,SW1V 4QQ,485,15,6,1,2,No,120,No,529281,181031,528924,178440
1/11/2008 11:36,176,EC1M 6HW,E2 0RY,465,15,5,1,2,No,300,No,531850,181860,535652,182961
1/11/2008 11:37,66,SW7 4SS,SW1P 3AU,395,15,4,2,2,Yes,40,No,526296,178821,529902,179641
1/11/2008 11:39,216,N19 5DF,N17 6QA,535,15,5,2,2,Yes,300,No,528839,186587,533788,189994
1/11/2008 11:40,7,E14 8JH,SE8 3JD,490,15,4,1,1.5,Yes,300,Yes,537127,179909,537175,177885
1/11/2008 12:20,348,EC1M 6HW,SW1P 3AU,490,15,6,2,1.5,No,80,No,531850,181860,529902,179641
1/11/2008 12:22,25,E1 8AH,SE1 2BN,375,15,4,1,2,No,40,Yes,533699,181198,534057,179682
1/11/2008 12:25,356,SE10 8RT,E2 0RY,535,15,6,2,2,Yes,80,No,538307,177164,535652,182961
1/11/2008 12:26,163,W10 6HQ,SW1P 3AU,455,15,5,1,2,Yes,80,Yes,524190,181567,529902,179641
1/11/2008 12:29,348,W6 9DJ,SW18 1NN,490,15,6,2,1.5,No,80,No,522909,178232,525155,175180
1/11/2008 12:39,15,SE11 4EA,SW1V 4QQ,470,15,4,1,1.5,No,300,Yes,531407,178270,528924,178440
1/11/2008 12:45,352,SE1 1TA,SW1P 3AU,570,15,6,2,1.5,No,300,No,532409,180083,529902,179641
1/11/2008 12:55,211,N7 6AR,N17 6QA,505,15,5,2,2,Yes,80,Yes,530461,186176,533788,189994
1/11/2008 12:57,4,SE17 1RL,SW1V 4QQ,360,15,4,1,1.5,Yes,80,No,532311,178368,528924,178440
1/11/2008 13:00,315,N13 4JD,N3 1DH,515,15,6,1,2,No,80,Yes,531165,192973,525109,190628
1/11/2008 13:06,302,W1F 7HH,SW1V 4QQ,460,15,6,1,1.5,No,120,No,529326,181197,528924,178440
1/11/2008 13:07,343,WC2E 8RF,SW1V 4QQ,640,15,6,2,1.5,Yes,300,Yes,530351,180907,528924,178440
1/11/2008 13:16,153,SE1 7PZ,SE1 2BN,370,15,5,1,1.5,No,40,Yes,531201,179241,534057,179682
1/11/2008 13:17,292,EC1R 0HA,SE1 2BN,460,15,6,1,1.5,Yes,80,No,531599,182271,534057,179682
1/11/2008 13:23,7,W6 9HW,W10 6HQ,490,15,4,1,1.5,Yes,300,Yes,523155,178537,524190,181567
1/11/2008 13:32,347,EC4V 4EG,SW1V 4QQ,540,15,6,2,1.5,No,80,Yes,531684,180948,528924,178440
1/11/2008 13:35,320,EC3A 5AY,SE1 2BN,545,15,6,1,2,No,300,No,533393,181173,534057,179682
1/11/2008 13:53,69,W1T 1NQ,SW1P 3AU,505,15,4,2,2,Yes,120,Yes,529475,181563,529902,179641
1/11/2008 14:14,320,E6 2JA,E7 8NW,545,15,6,1,2,No,300,No,542369,184227,541428,184515
1/11/2008 14:23,224,E1 7RQ,SW1P 3AU,515,15,5,2,2,No,300,No,533947,181422,529902,179641
1/11/2008 14:27,224,EC2A 3PE,SE1 2BN,515,15,5,2,2,No,300,No,533214,182566,534057,179682
1/11/2008 14:28,297,N1 1QN,E2 0RY,450,15,6,1,1.5,No,40,Yes,531671,183826,535652,182961
1/11/2008 14:28,29,SE16 5EJ,E2 0RY,435,15,4,1,2,No,120,Yes,536548,180238,535652,182961
1/11/2008 14:39,197,EC2V 8DP,SE1 2BN,500,15,5,2,1.5,Yes,120,Yes,532432,181212,534057,179682
1/11/2008 14:39,67,SE11 4LD,SW1P 3AU,485,15,4,2,2,Yes,80,Yes,531199,178122,529902,179641
1/11/2008 15:02,72,E8 1EJ,N17 6QA,515,15,4,2,2,Yes,300,No,534934,184806,533788,189994
1/11/2008 15:04,216,W1W 6PS,SW1P 3AU,535,15,5,2,2,Yes,300,No,528980,181740,529902,179641
1/11/2008 15:04,21,W1H 7PP,SW1P 3AU,455,15,4,1,2,Yes,120,Yes,527732,181195,529902,179641
1/11/2008 15:05,24,EC3A 8EP,SW1P 3AU,465,15,4,1,2,Yes,300,No,533301,181252,529902,179641
1/11/2008 15:16,61,SW13 9LW,W10 6HQ,460,15,4,2,1.5,No,120,Yes,521670,176411,524190,181567
1/11/2008 15:21,221,EC1R 4QL,SW1P 3AU,505,15,5,2,2,No,120,Yes,531280,182492,529902,179641
1/11/2008 15:24,315,CR0 1QD,SW12 9HD,515,15,6,1,2,No,80,Yes,532342,165377,528739,173080
1/11/2008 15:25,56,SE25 6EA,SE8 3JD,490,15,4,2,1.5,Yes,300,No,533938,168354,537175,177885
1/11/2008 15:31,367,EC1M 6DB,NW5 2QH,645,15,6,2,2,No,300,Yes,531629,181855,529248,185213
1/11/2008 15:36,315,N1 8HD,NW5 2QH,515,15,6,1,2,No,80,Yes,532018,183305,529248,185213
1/11/2008 15:46,197,CR7 6AW,SW12 9HD,500,15,5,2,1.5,Yes,120,Yes,531239,167892,528739,173080
1/11/2008 15:56,176,EC1A 9LB,SW1P 3AU,465,15,5,1,2,No,300,No,531750,181642,529902,179641
1/11/2008 16:05,28,E8 3BH,NW5 2QH,365,15,4,1,2,No,80,No,534295,184554,529248,185213
1/11/2008 16:06,163,E2 9LH,E2 0RY,455,15,5,1,2,Yes,80,Yes,534947,182856,535652,182961
1/11/2008 16:16,78,W12 8LH,W10 6HQ,435,15,4,2,2,No,120,No,523108,180004,524190,181567
1/11/2008 16:24,168,SW8 1RB,SE1 2BN,485,15,5,1,2,Yes,300,No,530298,177435,534057,179682
1/11/2008 16:25,31,W1D 3SU,SW1P 3AU,495,15,4,1,2,No,300,Yes,529614,181198,529902,179641
1/11/2008 16:36,304,SW2 1HE,SW18 1NN,520,15,6,1,1.5,No,300,No,530457,173890,525155,175180
1/11/2008 16:42,223,SE1 9NL,SW1V 4QQ,565,15,5,2,2,No,300,Yes,531301,180367,528924,178440
1/11/2008 16:44,160,SW1W 0LN,SW1V 4QQ,440,15,5,1,1.5,No,300,No,528662,179174,528924,178440
1/11/2008 16:51,320,W1T 5AH,SW1P 3AU,545,15,6,1,2,No,300,No,529330,182133,529902,179641
1/11/2008 16:56,209,N16 8RY,NW5 2QH,465,15,5,2,2,Yes,40,Yes,533051,185817,529248,185213
1/11/2008 17:05,61,E13 8EQ,SE8 3JD,460,15,4,2,1.5,No,120,Yes,540092,182088,537175,177885
1/11/2008 17:10,224,E1 1DE,SE1 2BN,515,15,5,2,2,No,300,No,534541,181773,534057,179682
1/11/2008 17:14,203,W8 7LN,SW1P 3AU,460,15,5,2,1.5,No,80,Yes,525385,180169,529902,179641
1/11/2008 17:18,173,NW1 8NY,SW1P 3AU,455,15,5,1,2,No,120,Yes,528941,184342,529902,179641
1/11/2008 17:21,309,W1F 8ZD,NW5 2QH,555,15,6,1,2,Yes,120,Yes,529460,181255,529248,185213
1/11/2008 17:27,216,SE1 9EF,SW1P 3AU,535,15,5,2,2,Yes,300,No,532449,180395,529902,179641
1/11/2008 17:29,203,E1 7PT,SW1P 3AU,460,15,5,2,1.5,No,80,Yes,533809,181333,529902,179641
1/11/2008 17:32,337,TW9 3AH,W4 3PH,520,15,6,2,1.5,Yes,40,Yes,518891,177662,519585,177640
1/11/2008 17:38,75,SW1V 1DW,SE1 2BN,465,15,4,2,2,No,80,Yes,529170,178716,534057,179682
1/11/2008 17:56,64,CR0 6BE,CR7 8LE,470,15,4,2,1.5,No,300,No,533079,166183,532714,168302
1/11/2008 17:59,363,W4 3PH,W4 3PH,565,15,6,2,2,No,80,Yes,519585,177640,519585,177640
1/11/2008 18:02,291,SW4 0JG,SW12 9HD,510,15,6,1,1.5,Yes,80,Yes,529208,175473,528739,173080
1/11/2008 18:28,197,SE1 2PF,SE1 2BN,500,15,5,2,1.5,Yes,120,Yes,532900,180300,534057,179682
1/11/2008 18:30,150,W1D 4AE,NW5 2QH,400,15,5,1,1.5,Yes,120,No,529771,181117,529248,185213
1/11/2008 18:35,214,W2 5QH,SW1V 4QQ,475,15,5,2,2,Yes,120,No,525330,181557,528924,178440
1/11/2008 18:45,213,EC3N 2AE,E2 0RY,525,15,5,2,2,Yes,120,Yes,533409,180902,535652,182961
1/11/2008 18:52,344,SE10 9NW,E2 0RY,590,15,6,2,1.5,Yes,300,No,538670,178069,535652,182961
1/11/2008 18:53,212,E6 2JA,E2 0RY,455,15,5,2,2,Yes,80,No,542369,184227,535652,182961
1/11/2008 18:56,80,W1W 6DL,SW1V 4QQ,495,15,4,2,2,No,300,No,529239,181791,528924,178440
1/11/2008 18:57,17,W11 4UL,SW1V 4QQ,395,15,4,1,2,Yes,40,Yes,524104,179977,528924,178440
1/11/2008 19:01,198,W2 1HB,W10 6HQ,450,15,5,2,1.5,Yes,120,No,526556,181417,524190,181567
1/11/2008 19:12,32,W1H 7AF,W10 6HQ,445,15,4,1,2,No,300,No,527966,181067,524190,181567
1/11/2008 19:18,155,SW1Y 4RJ,SW1V 4QQ,410,15,5,1,1.5,No,80,Yes,529653,180562,528924,178440
1/11/2008 19:19,7,NW3 2PN,N3 1DH,490,15,4,1,1.5,Yes,300,Yes,527151,185481,525109,190628
1/11/2008 19:22,24,WC2E 9EB,SE1 2BN,465,15,4,1,2,Yes,300,No,530180,180857,534057,179682
1/11/2008 19:23,215,KT4 7NY,KT2 5AU,585,15,5,2,2,Yes,300,Yes,521892,166332,517917,170243
1/11/2008 19:30,173,SW9 8DR,SW12 9HD,455,15,5,1,2,No,120,Yes,530785,175339,528739,173080
1/11/2008 19:33,62,N2 9EY,N3 1DH,410,15,4,2,1.5,No,120,No,527830,189608,525109,190628
1/11/2008 19:36,63,W2 6DT,SW1P 3AU,520,15,4,2,1.5,No,300,Yes,526308,181116,529902,179641
1/11/2008 19:39,365,W1T 3ET,NW5 2QH,585,15,6,2,2,No,120,Yes,529461,181427,529248,185213
1/11/2008 19:52,214,W3 9DJ,W4 3PH,475,15,5,2,2,Yes,120,No,520042,180116,519585,177640
1/11/2008 19:53,346,EC2M 3TH,E2 0RY,450,15,6,2,1.5,No,40,No,533220,181516,535652,182961
1/11/2008 20:02,316,E2 8AS,E2 0RY,465,15,6,1,2,No,80,No,533462,183634,535652,182961
1/11/2008 20:11,61,SE16 5EJ,SE8 3JD,460,15,4,2,1.5,No,120,Yes,536548,180238,537175,177885
1/11/2008 20:11,209,N1 9RY,SW1P 3AU,465,15,5,2,2,Yes,40,Yes,530535,183315,529902,179641
1/11/2008 20:12,367,WC2R 0HS,SW1V 4QQ,645,15,6,2,2,No,300,Yes,530565,180820,528924,178440
1/11/2008 20:22,79,N1 9HF,E2 0RY,545,15,4,2,2,No,300,Yes,531310,183162,535652,182961
1/11/2008 20:24,292,EC3N 1AL,SE1 2BN,460,15,6,1,1.5,Yes,80,No,533713,181220,534057,179682
1/11/2008 20:42,301,SW18 1NN,SW18 1NN,510,15,6,1,1.5,No,120,Yes,525155,175180,525155,175180
1/11/2008 20:44,152,SW1Y 6DF,SW1P 3AU,460,15,5,1,1.5,Yes,300,No,529306,180369,529902,179641
1/11/2008 20:45,67,E14 7LS,SE1 2BN,485,15,4,2,2,Yes,80,Yes,536182,181240,534057,179682
1/11/2008 20:56,25,W1H 5HE,SW1V 4QQ,375,15,4,1,2,No,40,Yes,527402,181468,528924,178440
